Object Designation,Year Range,Potential Impacts,Impact Probability (cumulative),Vinfinity (km/s),H (mag),Estimated Diameter (km),Palermo Scale (cum.),Palermo Scale (max.),Torino Scale (max.),Year_Start,Year_End,Impact Energy (MT),Crater Diameter (m)
29075 (1950 DA),2880-2880,1,0.00038,14.1,17.9,1.3,-0.92,-0.92,,2880,2880,75200.0,23805.92444184889
101955 Bennu (1999 RQ36),2178-2290,157,0.00057,5.99,20.6,0.49,-1.4,-1.58,,2178,2290,1421.0,6340.796227822774
(2008 JL3),2027-2122,44,0.00017,8.42,25.3,0.029,-2.68,-2.69,0.0,2027,2122,0.7844,520.1456438111486
(1979 XB),2056-2113,4,8.5e-07,23.76,18.5,0.66,-2.7,-3.0,0.0,2056,2113,32340.0,17969.077253963806
(2000 SG344),2069-2122,300,0.0027,1.36,24.8,0.037,-2.77,-3.11,0.0,2069,2122,1.047,572.7010744211696
(2010 RF12),2095-2122,70,0.1,5.1,28.4,0.007,-2.97,-2.97,0.0,2095,2122,,
(2025 SC5),2086-2107,5,0.00034,12.71,23.8,0.058,-2.97,-2.98,0.0,2086,2107,,
(2007 FT3),2030-2119,87,7.7e-07,17.05,20.0,0.341,-3.06,-3.46,0.0,2030,2119,,
(2015 JJ),2111-2111,1,6.8e-05,10.69,22.1,0.13,-3.06,-3.06,0.0,2111,2111,,
(2022 PX1),2040-2040,1,3.2e-06,35.11,22.3,0.12,-3.1,-3.1,0.0,2040,2040,,
(2005 QK76),2030-2059,6,7.1e-05,19.67,25.2,0.031,-3.18,-3.28,0.0,2030,2059,,
(2021 GX9),2032-2052,2,8.2e-05,16.79,25.3,0.029,-3.25,-3.25,0.0,2032,2052,,
(2025 LK),2052-2079,15,0.0017,9.85,26.9,0.014,-3.48,-3.49,0.0,2052,2079,,
(2023 DO),2057-2092,25,0.00045,6.97,25.6,0.026,-3.57,-3.58,0.0,2057,2092,,
(2013 TP4),2026-2026,1,3.5e-05,25.3,27.5,0.011,-3.6,-3.6,0.0,2026,2026,,
(2019 VB37),2049-2067,5,5.7e-05,14.55,24.5,0.043,-3.61,-3.61,0.0,2049,2067,,
(2008 UB7),2044-2101,50,3.4e-05,18.53,23.8,0.058,-3.62,-4.24,0.0,2044,2101,,
(2024 JW16),2082-2121,12,2.3e-06,23.93,21.0,0.22,-3.63,-3.99,0.0,2082,2121,,
(2007 DX40),2035-2122,93,7.8e-05,15.52,24.6,0.04,-3.64,-4.03,0.0,2035,2122,,
(2016 YM4),2121-2121,1,1.3e-05,18.98,22.4,0.11,-3.69,-3.69,0.0,2121,2121,,
(2012 QD8),2047-2120,16,6.1e-06,20.76,23.1,0.081,-3.71,-3.79,0.0,2047,2120,,
(2000 SB45),2067-2118,194,0.00016,7.53,24.3,0.046,-3.72,-4.19,0.0,2067,2118,,
(2025 RM1),2048-2048,1,6.3e-05,12.23,24.8,0.038,-3.74,-3.74,0.0,2048,2048,,
(2024 TK5),2028-2028,1,0.00033,8.93,27.7,0.01,-3.76,-3.76,0.0,2028,2028,,
(2008 EX5),2056-2093,28,5.3e-05,9.92,23.8,0.059,-3.78,-4.05,0.0,2056,2093,,
(2025 DT2),2044-2071,12,0.00044,9.74,26.6,0.016,-3.79,-3.79,0.0,2044,2071,,
(2020 VW),2074-2079,12,0.007,9.69,28.3,0.007,-3.82,-4.1,0.0,2074,2079,,
(2020 VV),2044-2122,424,0.0023,2.58,27.3,0.012,-3.83,-4.31,0.0,2044,2122,,
(2017 WT28),2083-2121,113,0.012,4.47,28.1,0.008,-3.84,-3.86,0.0,2083,2121,,
(2012 HG2),2052-2122,689,0.002,3.32,27.0,0.014,-3.84,-4.27,0.0,2052,2122,,
(2013 VW13),2063-2095,14,0.00044,16.35,26.2,0.019,-3.86,-4.03,0.0,2063,2095,,
(2025 SQ4),2103-2125,139,0.0013,8.75,26.4,0.018,-3.87,-4.57,0.0,2103,2125,,
(2007 KE4),2029-2096,3,2e-05,10.06,25.2,0.031,-3.88,-3.89,0.0,2029,2096,,
(2023 BZ),2026-2026,1,3.8e-05,8.25,26.6,0.016,-3.92,-3.92,0.0,2026,2026,,
(2023 SN8),2026-2123,6,8.6e-05,8.03,28.0,0.009,-3.93,-3.93,0.0,2026,2123,,
(2023 VD3),2034-2042,3,0.00015,17.78,27.1,0.013,-3.94,-3.94,0.0,2034,2042,,
(2006 DM63),2031-2122,46,0.00014,10.37,26.7,0.015,-3.95,-4.2,0.0,2031,2122,,
(2020 UL3),2122-2124,3,3.5e-05,10.18,23.3,0.075,-3.98,-4.24,0.0,2122,2124,,
(2021 EU),2056-2123,6,5.5e-05,21.22,25.4,0.028,-4.01,-4.07,0.0,2056,2123,,
(2008 CC71),2034-2082,32,4.1e-05,8.05,24.9,0.036,-4.01,-4.3,0.0,2034,2082,,
(2021 GE2),2030-2030,1,0.00073,15.36,29.1,0.005,-4.01,-4.01,0.0,2030,2030,,
(2024 FS5),2026-2026,1,7e-07,24.28,24.8,0.038,-4.01,-4.01,0.0,2026,2026,,
(2020 OB),2114-2122,9,1.7e-05,25.44,23.7,0.062,-4.03,-4.27,0.0,2114,2122,,
(2022 UY14),2043-2043,1,2.1e-05,20.36,25.1,0.032,-4.05,-4.05,0.0,2043,2043,,
(2009 BE),2037-2122,90,0.00036,11.46,26.1,0.02,-4.06,-4.37,0.0,2037,2122,,
(2015 YJ),2042-2122,119,0.0016,16.35,28.3,0.007,-4.06,-4.3,0.0,2042,2122,,
(2023 TB2),2102-2123,10,6.5e-05,6.86,23.8,0.058,-4.06,-4.17,0.0,2102,2123,,
(2010 ER12),2026-2094,8,1.3e-09,23.87,17.6,1.01,-4.06,-4.36,0.0,2026,2094,,
(2025 CL3),2064-2088,11,9.6e-05,12.89,25.3,0.029,-4.07,-4.07,0.0,2064,2088,,
(2014 GN1),2061-2065,2,2.1e-05,21.23,24.6,0.041,-4.08,-4.08,0.0,2061,2065,,
(2025 BA1),2032-2116,22,0.0002,13.38,27.6,0.01,-4.08,-4.09,0.0,2032,2116,,
(2020 FA5),2065-2110,3,6.6e-07,27.53,21.1,0.21,-4.1,-4.16,0.0,2065,2110,,
(2020 KD3),2083-2104,21,0.0006,7.93,26.4,0.017,-4.1,-4.11,0.0,2083,2104,,
(2010 GM23),2087-2122,61,8.1e-05,13.44,24.7,0.039,-4.1,-4.69,0.0,2087,2122,,
(2018 DQ),2027-2121,104,0.00022,20.85,29.1,0.005,-4.11,-4.13,0.0,2027,2121,,
(2025 OB),2063-2065,3,0.00017,14.3,26.1,0.02,-4.11,-4.41,0.0,2063,2065,,
(2012 VE77),2033-2035,2,4.6e-05,15.33,26.3,0.018,-4.13,-4.13,0.0,2033,2035,,
(2017 LD),2053-2122,319,0.0022,4.49,27.5,0.011,-4.14,-4.7,0.0,2053,2122,,
(2020 MJ),2083-2107,38,0.0001,17.06,25.3,0.03,-4.15,-4.36,0.0,2083,2107,,
(2006 JY26),2073-2122,107,0.005,2.98,28.4,0.007,-4.15,-4.16,0.0,2073,2122,,
(2021 AM6),2064-2120,68,0.00053,5.21,26.6,0.016,-4.17,-4.51,0.0,2064,2120,,
(2016 WG),2076-2118,44,6.3e-06,23.6,23.3,0.075,-4.17,-4.92,0.0,2076,2118,,
(2010 UK),2068-2121,48,0.00067,6.08,26.9,0.014,-4.19,-4.2,0.0,2068,2121,,
(1994 GK),2050-2067,9,1.7e-05,14.88,24.2,0.048,-4.19,-4.21,0.0,2050,2067,,
(2012 BA77),2025-2088,18,2.9e-05,12.72,25.9,0.023,-4.2,-4.38,0.0,2025,2088,,
(2022 SX55),2035-2058,5,0.004,12.05,30.2,0.003,-4.21,-4.21,0.0,2035,2058,,
(2019 LU1),2056-2070,7,5.2e-06,31.8,24.2,0.048,-4.22,-4.24,0.0,2056,2070,,
(2008 HJ),2077-2123,40,0.00027,7.53,25.8,0.024,-4.23,-4.7,0.0,2077,2123,,
(2024 YR4),2047-2047,1,8.1e-06,12.95,24.0,0.054,-4.23,-4.23,0.0,2047,2047,,
(2022 NX1),2075-2121,50,0.0032,,28.0,0.008,-4.24,-4.29,0.0,2075,2121,,
(2011 DU9),2041-2059,6,0.00019,8.77,26.7,0.016,-4.25,-4.26,0.0,2041,2059,,
(2025 SK22),2042-2124,13,0.00034,8.76,26.4,0.018,-4.25,-4.59,0.0,2042,2124,,
(2006 CM10),2092-2092,1,1e-06,22.34,21.7,0.15,-4.26,-4.26,0.0,2092,2092,,
(2019 LW4),2083-2117,36,0.001,8.62,27.3,0.012,-4.26,-4.29,0.0,2083,2117,,
(2002 RB182),2036-2120,28,5.9e-06,13.57,22.8,0.092,-4.27,-4.94,0.0,2036,2120,,
(2014 JU15),2071-2121,126,5.4e-05,10.35,24.7,0.039,-4.28,-5.04,0.0,2071,2121,,
(2022 YS6),2065-2078,11,0.00037,10.04,26.8,0.015,-4.29,-4.3,0.0,2065,2078,,
(2018 TY4),2033-2060,2,0.00031,10.67,28.1,0.008,-4.3,-4.3,0.0,2033,2060,,
(2006 RH120),2044-2124,119,0.0082,,29.6,0.004,-4.31,-4.48,0.0,2044,2124,,
(2011 BL45),2050-2122,307,0.001,1.68,27.1,0.013,-4.32,-4.52,0.0,2050,2122,,
(2020 CQ1),2070-2122,50,0.0046,4.9,28.8,0.006,-4.33,-4.34,0.0,2070,2122,,
(2011 EB74),2032-2121,196,0.0004,7.53,26.9,0.014,-4.34,-5.2,0.0,2032,2121,,
(2022 KM4),2075-2075,2,2.3e-07,24.97,20.9,0.22,-4.34,-4.56,0.0,2075,2075,,
(2005 XA8),2069-2090,38,9.4e-05,12.08,25.6,0.025,-4.35,-4.47,0.0,2069,2090,,
(2008 ST7),2062-2112,26,2.7e-05,9.97,24.1,0.052,-4.36,-4.76,0.0,2062,2112,,
(2008 EZ84),2072-2122,16,0.00019,7.91,26.2,0.02,-4.38,-4.68,0.0,2072,2122,,
(2000 UK11),2122-2122,2,0.00012,6.29,25.0,0.034,-4.39,-4.48,0.0,2122,2122,,
(2025 SM),2084-2084,1,2.2e-05,8.83,24.1,0.051,-4.41,-4.41,0.0,2084,2084,,
(2025 DT4),2102-2121,9,4.9e-05,17.56,25.0,0.034,-4.41,-4.72,0.0,2102,2121,,
(2010 VQ),2087-2122,21,0.0016,4.63,27.7,0.01,-4.42,-4.45,0.0,2087,2122,,
(2017 SF20),2034-2061,4,0.00034,10.44,28.4,0.007,-4.42,-4.42,0.0,2034,2061,,
(2025 HG),2072-2124,10,0.00022,12.59,26.6,0.016,-4.42,-4.46,0.0,2072,2124,,
(2012 MF7),2046-2104,19,0.00016,8.7,26.8,0.015,-4.43,-4.47,0.0,2046,2104,,
(2018 JD),2067-2114,19,0.00026,8.01,26.7,0.016,-4.43,-4.43,0.0,2067,2114,,
(2010 QG2),2051-2066,7,9.5e-06,12.89,24.4,0.044,-4.43,-4.44,0.0,2051,2066,,
(2007 KO4),2030-2113,35,1.9e-06,13.78,23.3,0.076,-4.44,-4.99,0.0,2030,2113,,
(2022 OH2),2087-2122,137,0.0011,3.62,27.4,0.011,-4.45,-4.71,0.0,2087,2122,,
(2013 GM3),2028-2122,136,0.00015,7.14,26.2,0.019,-4.46,-5.26,0.0,2028,2122,,
(2024 TW17),2118-2124,6,1e-06,20.7,21.7,0.15,-4.46,-4.89,0.0,2118,2124,,
(2024 VC4),2046-2055,3,1.6e-05,19.67,25.4,0.028,-4.46,-4.64,0.0,2046,2055,,
(2000 WJ107),2110-2119,39,7.5e-06,12.77,23.1,0.081,-4.47,-4.8,0.0,2110,2119,,
(2016 RD34),2051-2117,116,0.00055,1.13,27.4,0.011,-4.47,-4.78,0.0,2051,2117,,
(2020 FZ46),2046-2117,45,1.1e-05,14.64,24.1,0.052,-4.47,-5.04,0.0,2046,2117,,
(2021 SU1),2054-2120,43,0.0002,6.24,26.6,0.017,-4.5,-4.6,0.0,2054,2120,,
(2010 MY112),2027-2122,31,1.4e-08,23.53,19.8,0.37,-4.51,-5.05,0.0,2027,2122,,
(2021 TT1),2048-2048,1,3.9e-05,17.12,26.2,0.019,-4.53,-4.53,0.0,2048,2048,,
(2021 VM1),2081-2102,18,8.3e-05,14.56,25.8,0.024,-4.54,-4.62,0.0,2081,2102,,
(2020 XF),2056-2122,528,0.00039,3.27,26.8,0.015,-4.55,-5.2,0.0,2056,2122,,
(2015 XA378),2092-2121,40,5.7e-05,17.9,25.6,0.026,-4.55,-4.81,0.0,2092,2121,,
(2024 RW13),2085-2117,23,0.00019,22.29,27.1,0.013,-4.55,-4.97,0.0,2085,2117,,
(2023 XE3),2053-2122,99,0.00051,2.01,27.5,0.011,-4.58,-4.65,0.0,2053,2122,,
(2024 VK2),2100-2123,8,0.00023,8.75,26.4,0.018,-4.58,-4.58,0.0,2100,2123,,
(2018 GR4),2058-2121,83,0.00032,2.6,27.1,0.013,-4.59,-4.65,0.0,2058,2121,,
(2021 QY3),2085-2119,81,0.0001,12.08,25.8,0.024,-4.59,-5.12,0.0,2085,2119,,
(2022 WW11),2050-2065,6,9e-05,13.42,26.8,0.015,-4.59,-4.6,0.0,2050,2065,,
(2020 JK),2063-2122,50,8.9e-06,18.64,24.1,0.052,-4.6,-5.46,0.0,2063,2122,,
(2007 WP3),2098-2119,30,7.2e-06,13.03,23.5,0.067,-4.61,-4.91,0.0,2098,2119,,
(2021 YW),2093-2109,32,1.7e-05,24.96,25.0,0.033,-4.61,-5.09,0.0,2093,2109,,
(2006 HF6),2068-2112,25,1e-05,16.4,24.5,0.043,-4.61,-5.09,0.0,2068,2112,,
(2014 CR13),2102-2117,25,8.7e-05,12.29,25.7,0.024,-4.62,-4.73,0.0,2102,2117,,
(2016 AB166),2102-2108,4,1.1e-05,21.59,24.4,0.044,-4.62,-4.63,0.0,2102,2108,,
(2018 NW),2046-2122,112,0.00049,21.14,27.8,0.009,-4.62,-5.26,0.0,2046,2122,,
(2022 VE1),2068-2118,15,1.2e-05,17.15,24.4,0.045,-4.63,-5.11,0.0,2068,2118,,
(2016 DK1),2043-2122,121,0.0003,6.87,27.4,0.011,-4.63,-5.03,0.0,2043,2122,,
(2017 FO63),2088-2108,3,2.1e-06,29.28,23.4,0.07,-4.64,-4.64,0.0,2088,2108,,
(2014 YN),2093-2121,52,0.00015,3.28,25.7,0.024,-4.64,-5.19,0.0,2093,2121,,
(2020 UE),2042-2120,37,3.2e-05,14.58,25.5,0.027,-4.64,-5.09,0.0,2042,2120,,
(2011 SO189),2056-2102,16,9.9e-05,12.99,26.5,0.017,-4.66,-5.01,0.0,2056,2102,,
(2011 UM169),2099-2108,24,3.1e-05,13.96,25.1,0.033,-4.66,-4.88,0.0,2099,2108,,
(2020 VN1),2115-2122,2,0.0017,2.96,27.9,0.009,-4.66,-4.66,0.0,2115,2122,,
(2009 VA),2025-2043,5,4e-05,8.24,28.6,0.006,-4.67,-4.83,0.0,2025,2043,,
(2016 EO28),2035-2065,35,0.0006,6.98,29.1,0.005,-4.68,-4.7,0.0,2035,2065,,
(2007 HB15),2050-2122,97,0.00051,6.34,27.8,0.01,-4.68,-4.85,0.0,2050,2122,,
(2013 HN158),2053-2107,3,8.1e-06,9.13,24.5,0.043,-4.68,-4.68,0.0,2053,2107,,
(2014 WA201),2074-2084,12,0.00016,11.57,26.8,0.015,-4.69,-4.69,0.0,2074,2084,,
(2010 KV7),2034-2122,139,4.1e-05,5.37,26.0,0.021,-4.7,-4.99,0.0,2034,2122,,
(2017 VL2),2087-2121,109,0.00013,8.33,26.1,0.021,-4.7,-5.36,0.0,2087,2121,,
(2022 AT2),2080-2080,1,0.00026,6.44,26.9,0.014,-4.72,-4.72,0.0,2080,2080,,
(2019 QR3),2073-2089,21,0.00023,10.98,27.1,0.013,-4.72,-5.04,0.0,2073,2089,,
(2020 DJ1),2083-2118,41,2.5e-05,14.02,24.8,0.036,-4.72,-4.83,0.0,2083,2118,,
(2005 ED224),2030-2064,2,5.5e-07,26.01,23.9,0.057,-4.72,-4.82,0.0,2030,2064,,
(2020 DF3),2065-2101,5,2.8e-06,26.8,24.2,0.05,-4.73,-4.95,0.0,2065,2101,,
(2017 YM1),2049-2110,20,3.1e-05,11.08,25.1,0.032,-4.73,-4.93,0.0,2049,2110,,
(2008 PK9),2049-2065,3,5.6e-07,26.35,23.2,0.077,-4.74,-4.92,0.0,2049,2065,,
(2011 OB26),2089-2122,94,5.7e-05,10.99,25.5,0.027,-4.74,-5.24,0.0,2089,2122,,
(2024 QP2),2111-2111,1,8e-07,9.53,21.5,0.17,-4.74,-4.74,0.0,2111,2111,,
(2023 EB),2053-2123,106,9.2e-05,7.4,26.2,0.02,-4.74,-5.23,0.0,2053,2123,,
(2012 EK5),2064-2111,19,3.5e-05,15.13,25.6,0.026,-4.74,-5.02,0.0,2064,2111,,
(2024 RF10),2092-2118,20,0.00053,8.77,27.6,0.01,-4.74,-4.88,0.0,2092,2118,,
(2025 QP3),2063-2125,21,2.7e-05,5.89,24.5,0.042,-4.74,-5.11,0.0,2063,2125,,
(2019 SJ),2082-2123,21,0.00057,8.52,27.6,0.01,-4.76,-5.07,0.0,2082,2123,,
(2011 XC2),2056-2056,1,6.8e-07,20.75,23.0,0.085,-4.76,-4.76,0.0,2056,2056,,
(2025 FC1),2103-2112,31,0.00032,18.64,27.6,0.01,-4.76,-4.83,0.0,2103,2112,,
(2023 SE2),2049-2052,3,8.4e-06,24.69,25.7,0.024,-4.77,-4.93,0.0,2049,2052,,
(2025 NC),2062-2062,2,0.00026,8.7,27.5,0.011,-4.77,-4.77,0.0,2062,2062,,
(2023 TW2),2063-2123,108,0.00013,2.67,26.3,0.019,-4.78,-5.18,0.0,2063,2123,,
(2018 NJ),2083-2122,29,0.00066,5.85,27.8,0.009,-4.79,-4.8,0.0,2083,2122,,
(2021 EO2),2037-2121,203,0.0002,5.81,27.8,0.009,-4.8,-4.86,0.0,2037,2121,,
(2017 RV2),2070-2122,62,0.00014,6.48,26.2,0.019,-4.81,-5.37,0.0,2070,2122,,
(2012 ES10),2056-2064,6,1.2e-06,24.36,23.7,0.061,-4.81,-5.08,0.0,2056,2064,,
(2019 WE),2044-2080,9,7.5e-05,8.15,26.8,0.015,-4.82,-4.92,0.0,2044,2080,,
(2024 CU),2067-2123,66,0.00015,7.38,26.4,0.018,-4.82,-5.59,0.0,2067,2123,,
(2025 DT1),2072-2123,40,0.001,7.61,28.6,0.006,-4.82,-4.83,0.0,2072,2123,,
(2010 JH110),2071-2102,5,0.00011,8.07,26.3,0.019,-4.83,-4.97,0.0,2071,2102,,
(2020 TY4),2099-2099,2,9.3e-06,8.37,24.0,0.054,-4.83,-4.84,0.0,2099,2099,,
(2008 YO2),2052-2120,56,2.1e-05,16.47,25.2,0.031,-4.84,-5.41,0.0,2052,2120,,
(2002 GM5),2064-2064,1,1.2e-07,20.44,21.4,0.18,-4.84,-4.84,0.0,2064,2064,,
(2022 UV15),2048-2123,72,7.5e-05,11.32,26.0,0.021,-4.84,-5.33,0.0,2048,2123,,
(2025 HX),2051-2124,6,0.00013,12.78,27.6,0.01,-4.84,-4.84,0.0,2051,2124,,
(2007 TC14),2082-2082,1,3e-07,25.55,22.1,0.13,-4.84,-4.84,0.0,2082,2082,,
(2020 US7),2028-2121,134,1.7e-05,7.36,25.8,0.024,-4.84,-5.22,0.0,2028,2121,,
(2019 TU),2086-2122,24,7.6e-05,9.72,26.0,0.021,-4.85,-4.87,0.0,2086,2122,,
(2020 YN),2046-2060,6,9.1e-05,16.19,27.7,0.01,-4.85,-4.85,0.0,2046,2060,,
(2019 WU2),2080-2106,18,1.2e-05,11.53,24.6,0.042,-4.86,-4.98,0.0,2080,2106,,
(2007 VE8),2062-2062,1,2.1e-05,9.05,25.4,0.028,-4.86,-4.86,0.0,2062,2062,,
(2021 UJ6),2055-2110,6,0.00021,17.51,28.3,0.007,-4.86,-4.9,0.0,2055,2110,,
(2020 HL1),2055-2066,3,1.4e-05,9.44,25.3,0.03,-4.87,-4.99,0.0,2055,2066,,
(2005 EL70),2034-2034,1,2.3e-07,35.53,24.1,0.052,-4.88,-4.88,0.0,2034,2034,,
(2013 EV27),2038-2087,3,2.9e-05,12.37,27.0,0.014,-4.88,-4.88,0.0,2038,2087,,
(2020 GZ2),2049-2108,8,0.00022,9.54,28.1,0.008,-4.89,-4.9,0.0,2049,2108,,
(2002 VU17),2084-2099,5,1.2e-05,13.69,24.8,0.038,-4.89,-5.34,0.0,2084,2099,,
(2021 WA1),2116-2117,2,0.00035,13.88,27.6,0.01,-4.89,-4.94,0.0,2116,2117,,
(2019 AU6),2064-2115,21,7.9e-05,8.73,26.6,0.016,-4.9,-5.19,0.0,2064,2115,,
(2016 VB1),2065-2121,180,0.0014,5.45,28.6,0.007,-4.9,-5.46,0.0,2065,2121,,
(2011 MX),2059-2092,32,0.00011,12.15,26.9,0.014,-4.9,-5.22,0.0,2059,2092,,
(2009 WP6),2072-2120,46,4.1e-05,25.34,26.8,0.015,-4.91,-5.18,0.0,2072,2120,,
(2021 RB6),2075-2117,14,0.00043,9.23,28.0,0.009,-4.92,-4.95,0.0,2075,2117,,
(2020 YA3),2070-2119,9,3.7e-05,12.2,26.0,0.021,-4.92,-4.94,0.0,2070,2119,,
(2022 MK1),2099-2123,10,9.2e-06,6.44,23.9,0.055,-4.92,-5.19,0.0,2099,2123,,
(2021 EJ3),2078-2122,156,0.00065,2.16,27.7,0.01,-4.93,-5.35,0.0,2078,2122,,
(2022 WF15),2030-2042,3,4.2e-05,12.22,27.7,0.01,-4.93,-4.94,0.0,2030,2042,,
(2024 JR1),2076-2085,3,0.00023,12.96,27.7,0.01,-4.93,-4.94,0.0,2076,2085,,
(2021 OV),2029-2122,124,3.4e-05,13.85,27.7,0.01,-4.94,-5.04,0.0,2029,2122,,
(2020 BW5),2046-2122,31,3.3e-05,8.67,26.4,0.018,-4.96,-5.0,0.0,2046,2122,,
(1996 TC1),2064-2072,4,1.3e-06,24.0,23.9,0.055,-4.96,-4.98,0.0,2064,2072,,
(2025 SQ14),2066-2125,44,2.3e-05,10.63,25.3,0.029,-4.97,-5.78,0.0,2066,2125,,
(2025 HM4),2091-2124,46,4e-05,18.81,26.2,0.02,-4.98,-5.52,0.0,2091,2124,,
(2020 XA6),2062-2073,6,1.9e-06,20.69,24.1,0.052,-4.98,-5.38,0.0,2062,2073,,
(2008 CT1),2028-2122,73,0.00023,13.77,27.6,0.01,-4.99,-5.3,0.0,2028,2122,,
(2017 GG8),2066-2078,5,3e-05,11.46,26.1,0.021,-4.99,-5.04,0.0,2066,2078,,
(2020 HB3),2105-2123,15,2.3e-05,11.42,25.1,0.032,-4.99,-5.04,0.0,2105,2123,,
(2005 CC37),2117-2117,1,1.9e-06,8.42,22.7,0.098,-4.99,-4.99,0.0,2117,2117,,
(2000 LG6),2081-2122,116,0.0021,2.11,29.0,0.005,-4.99,-5.4,0.0,2081,2122,,
(2025 FK14),2080-2090,14,0.0024,8.37,29.6,0.004,-5.0,-5.0,0.0,2080,2090,,
(2004 VM24),2049-2114,44,2.4e-05,12.86,25.7,0.025,-5.01,-5.65,0.0,2049,2114,,
(2021 JA1),2084-2121,39,1.9e-05,20.98,25.6,0.026,-5.01,-5.27,0.0,2084,2121,,
(2020 KN2),2063-2121,24,4.3e-05,7.88,26.3,0.018,-5.02,-5.04,0.0,2063,2121,,
(2019 JO1),2044-2052,3,4e-05,18.23,27.3,0.012,-5.02,-5.04,0.0,2044,2052,,
(2012 SY49),2031-2120,37,1e-05,15.64,25.8,0.023,-5.02,-5.37,0.0,2031,2120,,
(2004 GE2),2106-2109,2,1.6e-07,20.56,21.4,0.18,-5.02,-5.05,0.0,2106,2109,,
(2009 FJ),2058-2121,16,1.5e-05,8.94,24.9,0.036,-5.03,-5.43,0.0,2058,2121,,
(2023 FX13),2070-2088,13,1.8e-05,12.67,25.6,0.026,-5.03,-5.18,0.0,2070,2088,,
(2023 HV5),2086-2096,12,0.00016,8.92,27.1,0.013,-5.03,-5.13,0.0,2086,2096,,
(2013 HL167),2053-2125,120,0.00038,6.93,27.8,0.009,-5.03,-5.38,0.0,2053,2125,,
(2020 VB5),2037-2037,1,3.2e-05,16.92,27.7,0.01,-5.04,-5.04,0.0,2037,2037,,
(2006 JE),2094-2112,7,1.7e-06,26.27,23.8,0.058,-5.04,-5.21,0.0,2094,2112,,
(1994 GV),2036-2122,95,0.00018,8.09,27.5,0.011,-5.05,-5.65,0.0,2036,2122,,
(2024 AM),2069-2081,2,0.00021,8.82,27.8,0.009,-5.05,-5.05,0.0,2069,2081,,
(2018 XQ2),2065-2122,144,0.00064,3.8,28.1,0.008,-5.07,-5.49,0.0,2065,2122,,
(2022 YW6),2046-2090,15,8.2e-05,29.33,28.7,0.006,-5.07,-5.32,0.0,2046,2090,,
(2016 HF3),2078-2078,1,9.6e-06,7.93,24.8,0.037,-5.07,-5.07,0.0,2078,2078,,
(2014 UD57),2076-2121,28,3.5e-05,8.72,25.8,0.023,-5.07,-5.15,0.0,2076,2121,,
(2023 JF),2057-2119,58,0.00022,6.85,27.6,0.01,-5.07,-5.25,0.0,2057,2119,,
(2024 YH),2067-2120,28,2.3e-05,10.3,25.3,0.029,-5.07,-5.57,0.0,2067,2120,,
(2009 TH8),2097-2100,4,9.8e-06,13.03,24.9,0.036,-5.08,-5.14,0.0,2097,2100,,
(2006 BC8),2050-2122,57,1.3e-05,13.16,25.1,0.032,-5.08,-5.4,0.0,2050,2122,,
(2025 BT2),2044-2044,1,1.7e-05,16.68,26.8,0.015,-5.08,-5.08,0.0,2044,2044,,
(2025 SU3),2093-2122,5,1.1e-05,8.61,24.6,0.04,-5.08,-5.43,0.0,2093,2122,,
(2009 BR5),2066-2078,4,2.3e-07,17.97,22.1,0.13,-5.09,-5.14,0.0,2066,2078,,
(1995 CS),2042-2063,14,2.6e-06,25.22,25.5,0.028,-5.09,-5.26,0.0,2042,2063,,
(2021 DR),2046-2122,240,0.00033,3.44,27.8,0.009,-5.09,-5.59,0.0,2046,2122,,
(2021 TW2),2079-2121,43,4.8e-05,3.81,25.7,0.025,-5.09,-5.25,0.0,2079,2121,,
(2010 VW194),2042-2121,56,6.5e-05,7.31,26.5,0.017,-5.1,-5.69,0.0,2042,2121,,
(2016 NL39),2055-2122,323,0.00028,3.94,27.6,0.01,-5.1,-5.89,0.0,2055,2122,,
(2007 CC27),2056-2102,62,7.6e-05,10.88,26.9,0.014,-5.11,-5.63,0.0,2056,2102,,
(2010 JL88),2037-2122,193,5.9e-05,14.87,26.8,0.015,-5.12,-5.84,0.0,2037,2122,,
(2004 PU42),2071-2122,45,7.6e-05,10.12,26.8,0.015,-5.12,-5.84,0.0,2071,2122,,
(2022 UL11),2096-2123,52,0.0016,8.92,29.1,0.005,-5.12,-5.43,0.0,2096,2123,,
(2023 WG2),2077-2120,15,3.3e-05,22.05,26.7,0.015,-5.12,-5.38,0.0,2077,2120,,
(2009 OW6),2077-2121,15,2.1e-05,6.65,25.3,0.029,-5.13,-5.35,0.0,2077,2121,,
(2019 FE),2095-2118,3,5.6e-06,9.93,24.2,0.05,-5.13,-5.16,0.0,2095,2118,,
(2016 SA2),2110-2122,33,0.0007,5.2,28.1,0.008,-5.13,-5.46,0.0,2110,2122,,
(2001 BA16),2040-2051,3,9.5e-06,4.9,25.8,0.023,-5.14,-5.17,0.0,2040,2051,,
(2017 NT5),2094-2115,8,6.7e-07,20.15,22.9,0.09,-5.14,-5.55,0.0,2094,2115,,
(2007 DS7),2048-2118,26,2.1e-05,12.39,25.9,0.023,-5.15,-5.36,0.0,2048,2118,,
(2021 VP8),2073-2117,16,6.7e-05,6.58,26.2,0.019,-5.15,-5.22,0.0,2073,2117,,
(2011 AM37),2048-2119,161,0.0012,3.65,29.7,0.004,-5.16,-5.28,0.0,2048,2119,,
